index,type,time,value_msat,value_sat,value_msat_total,value_sat_total,action,sender,app,message,podcast,episode,remote_podcast,remote_episode,custom_key,custom_value
2774,boost,"2025-07-02T21:56:44+00:00",33000,33,100000,100,2,"@thedoerfels","Fountain","ChadF+++++++++++++++++++++++++++++++++","Bowl After Bowl","Episode 344 â˜… Bowls With Buds â˜… ChadF","","","",""
2773,stream,"2025-07-02T17:57:05+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","deathdreams","Don't Feel Bad","",""
2772,stream,"2025-07-02T17:54:09+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","deathdreams","Don't Feel Bad","",""
2771,stream,"2025-07-02T17:53:10+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","deathdreams","Don't Feel Bad","",""
2770,stream,"2025-07-02T17:52:09+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","deathdreams","Don't Feel Bad","",""
2769,stream,"2025-07-02T17:51:11+00:00",3000,3,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","","","",""
2768,stream,"2025-07-02T17:50:14+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Wrath Of Banjo","THE BANJO","",""
2767,stream,"2025-07-02T17:38:59+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Wrath Of Banjo","THE BANJO","",""
2766,stream,"2025-07-02T17:37:58+00:00",3000,3,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","","","",""
2765,stream,"2025-07-02T17:37:01+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Kurtisdrums","Womp Womp Womp Womp","",""
2764,stream,"2025-07-02T17:26:51+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Kurtisdrums","Womp Womp Womp Womp","",""
2763,stream,"2025-07-02T17:25:55+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Kurtisdrums","Womp Womp Womp Womp","",""
2762,stream,"2025-07-02T17:24:54+00:00",3000,3,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","","","",""
2761,stream,"2025-07-02T17:11:19+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Aged Friends & Old Whiskey","Light & Shade","",""
2760,stream,"2025-07-02T16:26:49+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Aged Friends & Old Whiskey","Light & Shade","",""
2759,stream,"2025-07-02T16:25:49+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Aged Friends & Old Whiskey","Light & Shade","",""
2758,stream,"2025-07-02T15:51:11+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Aged Friends & Old Whiskey","Light & Shade","",""
2757,stream,"2025-07-02T15:50:16+00:00",1000,0,100000,100,1,"@jurbed","Fountain","","bitpunk.fm","Cassette Countdown","Aged Friends & Old Whiskey","Light & Shade","",""
139216,sent,"2025-07-03T19:27:49+00:00",24000,24,25000,25,2,"ChadF","LN Beats","","Entire Discography","dancehall","","","",""
139215,sent,"2025-07-03T19:27:41+00:00",1000,0,25000,25,2,"ChadF","LN Beats","","Entire Discography","dancehall","","","",""
139214,sent,"2025-07-03T19:16:37+00:00",24000,24,25000,25,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apathy","","","",""
139213,sent,"2025-07-03T16:38:48+00:00",96000,96,100000,100,2,"ChadF","LN Beats","","Aged Friends & Old Whiskey","Light & Shade","","","",""
139211,sent,"2025-07-03T16:38:43+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","Aged Friends & Old Whiskey","Light & Shade","","","",""
139210,sent,"2025-07-03T16:38:34+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","Aged Friends & Old Whiskey","Light & Shade","","","",""
139209,sent,"2025-07-03T16:38:33+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","Aged Friends & Old Whiskey","Light & Shade","","","",""
139208,sent,"2025-07-03T16:32:38+00:00",9000,9,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139207,sent,"2025-07-03T16:32:35+00:00",22000,22,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139206,sent,"2025-07-03T16:32:32+00:00",22000,22,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139205,sent,"2025-07-03T16:32:29+00:00",22000,22,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139204,sent,"2025-07-03T16:32:24+00:00",13000,13,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139203,sent,"2025-07-03T16:32:14+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139202,sent,"2025-07-03T16:32:13+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139201,sent,"2025-07-03T16:32:03+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Bloodshot Lies - The Album","My Brother","",""
139200,sent,"2025-07-03T16:30:08+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139199,sent,"2025-07-03T16:29:56+00:00",2000,2,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139198,sent,"2025-07-03T16:29:51+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139197,sent,"2025-07-03T16:29:50+00:00",84000,84,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139196,sent,"2025-07-03T16:29:38+00:00",3000,3,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139195,sent,"2025-07-03T16:29:32+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139194,sent,"2025-07-03T16:29:31+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139193,sent,"2025-07-03T16:28:04+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139192,sent,"2025-07-03T16:27:53+00:00",2000,2,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139191,sent,"2025-07-03T16:27:48+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139190,sent,"2025-07-03T16:27:47+00:00",84000,84,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139189,sent,"2025-07-03T16:27:37+00:00",3000,3,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139188,sent,"2025-07-03T16:27:30+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139187,sent,"2025-07-03T16:27:29+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Stockholm","Stockholm","",""
139186,sent,"2025-07-03T16:24:42+00:00",1000,0,333000,333,2,"ChadF","LN Beats","""Gonna be living in a van down by the river""  https://www.youtube.com/watch?v=0lcFuBDkxo0","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Grey State","River People","",""
139185,sent,"2025-07-03T16:24:41+00:00",63000,63,333000,333,2,"ChadF","LN Beats","""Gonna be living in a van down by the river""  https://www.youtube.com/watch?v=0lcFuBDkxo0","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Grey State","River People","",""
139184,sent,"2025-07-03T16:24:39+00:00",244000,244,333000,333,2,"ChadF","LN Beats","""Gonna be living in a van down by the river""  https://www.youtube.com/watch?v=0lcFuBDkxo0","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Grey State","River People","",""
139183,sent,"2025-07-03T16:24:26+00:00",6000,6,333000,333,2,"ChadF","LN Beats","""Gonna be living in a van down by the river""  https://www.youtube.com/watch?v=0lcFuBDkxo0","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Grey State","River People","",""
139182,sent,"2025-07-03T16:24:18+00:00",16000,16,333000,333,2,"ChadF","LN Beats","""Gonna be living in a van down by the river""  https://www.youtube.com/watch?v=0lcFuBDkxo0","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Grey State","River People","",""
139181,sent,"2025-07-03T16:24:17+00:00",3000,3,333000,333,2,"ChadF","LN Beats","""Gonna be living in a van down by the river""  https://www.youtube.com/watch?v=0lcFuBDkxo0","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Grey State","River People","",""
139180,sent,"2025-07-03T16:15:49+00:00",91000,91,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Jawbone II","Warm up That Cup","",""
139179,sent,"2025-07-03T16:15:39+00:00",3000,3,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Jawbone II","Warm up That Cup","",""
139178,sent,"2025-07-03T16:15:32+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Jawbone II","Warm up That Cup","",""
139177,sent,"2025-07-03T16:15:32+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Jawbone II","Warm up That Cup","",""
139176,sent,"2025-07-03T16:12:04+00:00",74000,74,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Oh My-On the Shelf","On the Shelf","",""
139175,sent,"2025-07-03T16:12:03+00:00",19000,19,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Oh My-On the Shelf","On the Shelf","",""
139174,sent,"2025-07-03T16:11:53+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Oh My-On the Shelf","On the Shelf","",""
139173,sent,"2025-07-03T16:11:47+00:00",5000,5,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Oh My-On the Shelf","On the Shelf","",""
139172,sent,"2025-07-03T16:11:46+00:00",1000,0,100000,100,2,"ChadF","LN Beats","","V4V Radio","A Musical Rebirth: Introducing V4V Radio","Oh My-On the Shelf","On the Shelf","",""
139171,sent,"2025-07-03T14:31:34+00:00",178000,178,1776000,1776,2,"ChadF","CurioCaster","","The Sunday Morning Two Hour Folk Hour","The Thursday Morning Two Hour Folk Hour LIVE","","","",""
139170,sent,"2025-07-03T14:31:34+00:00",710000,710,1776000,1776,2,"ChadF","CurioCaster","","The Sunday Morning Two Hour Folk Hour","The Thursday Morning Two Hour Folk Hour LIVE","","","",""
139169,sent,"2025-07-03T14:31:34+00:00",888000,888,1776000,1776,2,"ChadF","CurioCaster","","The Sunday Morning Two Hour Folk Hour","The Thursday Morning Two Hour Folk Hour LIVE","","","",""
139168,sent,"2025-07-03T14:03:20+00:00",444000,444,1111000,1111,2,"ChadF","CurioCaster","ITG","The Sunday Morning Two Hour Folk Hour","The Thursday Morning Two Hour Folk Hour LIVE","","","",""
139167,sent,"2025-07-03T14:03:20+00:00",556000,556,1111000,1111,2,"ChadF","CurioCaster","ITG","The Sunday Morning Two Hour Folk Hour","The Thursday Morning Two Hour Folk Hour LIVE","","","",""
139166,sent,"2025-07-03T14:03:20+00:00",111000,111,1111000,1111,2,"ChadF","CurioCaster","ITG","The Sunday Morning Two Hour Folk Hour","The Thursday Morning Two Hour Folk Hour LIVE","","","",""
139162,sent,"2025-07-02T23:30:21+00:00",5000,5,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139161,sent,"2025-07-02T23:30:19+00:00",5000,5,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139160,sent,"2025-07-02T23:30:11+00:00",2000,2,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139159,sent,"2025-07-02T23:30:08+00:00",5000,5,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139158,sent,"2025-07-02T23:30:00+00:00",5000,5,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139157,sent,"2025-07-02T23:29:55+00:00",5000,5,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139156,sent,"2025-07-02T23:29:53+00:00",5000,5,33000,33,2,"ChadF","LN Beats","","The Satellite Skirmish","Empath Eyes - Apex","The Satellite Skirmish","Empath Eyes - Sonic Shaman","",""
139155,sent,"2025-07-02T21:29:45+00:00",31000,31,33000,33,2,"ChadF","LN Beats","","Samurai Holiday","Samurai Holiday (Acoustic Version)","","","",""
139154,sent,"2025-07-02T21:29:36+00:00",2000,2,33000,33,2,"ChadF","LN Beats","","Samurai Holiday","Samurai Holiday (Acoustic Version)","","","",""
139153,sent,"2025-07-02T21:28:02+00:00",31000,31,33000,33,2,"ChadF","LN Beats","","Samurai Holiday","Samurai Holiday","","","",""
139152,sent,"2025-07-02T21:27:53+00:00",2000,2,33000,33,2,"ChadF","LN Beats","","Samurai Holiday","Samurai Holiday","","","",""
139151,sent,"2025-07-02T19:11:59+00:00",149000,149,1000000,1000,2,"ChadF","LN Beats","Instant classic!","Samurai Holiday","Sameowrai Holiday","","","",""
139150,sent,"2025-07-02T19:11:57+00:00",149000,149,1000000,1000,2,"ChadF","LN Beats","Instant classic!","Samurai Holiday","Sameowrai Holiday","","","",""
139149,sent,"2025-07-02T19:11:55+00:00",10000,10,1000000,1000,2,"ChadF","LN Beats","Instant classic!","Samurai Holiday","Sameowrai Holiday","","","",""
139148,sent,"2025-07-02T19:11:53+00:00",634000,634,1000000,1000,2,"ChadF","LN Beats","Instant classic!","Samurai Holiday","Sameowrai Holiday","","","",""
139147,sent,"2025-07-02T19:11:42+00:00",50000,50,1000000,1000,2,"ChadF","LN Beats","Instant classic!","Samurai Holiday","Sameowrai Holiday","","","",""
139146,sent,"2025-07-02T19:11:41+00:00",10000,10,1000000,1000,2,"ChadF","LN Beats","Instant classic!","Samurai Holiday","Sameowrai Holiday","","","",""
139145,sent,"2025-07-02T10:32:34+00:00",3000,3,333000,333,2,"ChadF","CurioCaster","The beauty of #V4V is that you can chase the numbers and say, ""I'm going to make a living off of this"" or ""I got bills to pay"" all you want but at the end of the day it's all about the ""feel"" and ""vibe"" you get from it.   You can just cut all the BS and just have a great time doing stuff and see where it takes you.   It's the reason I'm typing this right now. I'm probably just crazy but I'm have a blast and this damn BoostBot has created a monster with these damn War and Peace Boostagram.   ","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139138,sent,"2025-07-02T10:12:17+00:00",3000,3,333000,333,2,"ChadF","CurioCaster","SirSpencer answered my PayPal question perfectly. I knew his answer would be don't know and don't care.   TLDR we have a positive Value flow and that's all that matters.   The V4V model works and is beautiful. ","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139137,sent,"2025-07-02T10:12:16+00:00",3000,3,333000,333,2,"ChadF","CurioCaster","SirSpencer answered my PayPal question perfectly. I knew his answer would be don't know and don't care.   TLDR we have a positive Value flow and that's all that matters.   The V4V model works and is beautiful. ","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139136,sent,"2025-07-02T10:12:16+00:00",17000,17,333000,333,2,"ChadF","CurioCaster","SirSpencer answered my PayPal question perfectly. I knew his answer would be don't know and don't care.   TLDR we have a positive Value flow and that's all that matters.   The V4V model works and is beautiful. ","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139134,sent,"2025-07-02T10:12:16+00:00",145000,145,333000,333,2,"ChadF","CurioCaster","SirSpencer answered my PayPal question perfectly. I knew his answer would be don't know and don't care.   TLDR we have a positive Value flow and that's all that matters.   The V4V model works and is beautiful. ","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139132,sent,"2025-07-02T10:12:16+00:00",145000,145,333000,333,2,"ChadF","CurioCaster","SirSpencer answered my PayPal question perfectly. I knew his answer would be don't know and don't care.   TLDR we have a positive Value flow and that's all that matters.   The V4V model works and is beautiful. ","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139131,sent,"2025-07-02T09:35:30+00:00",2000,2,210000,210,2,"ChadF","Podverse","ðŸš€ðŸš€ðŸš€","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139129,sent,"2025-07-02T09:35:27+00:00",10000,10,210000,210,2,"ChadF","Podverse","ðŸš€ðŸš€ðŸš€","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139127,sent,"2025-07-02T09:35:24+00:00",92000,92,210000,210,2,"ChadF","Podverse","ðŸš€ðŸš€ðŸš€","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
139126,sent,"2025-07-02T09:35:18+00:00",92000,92,210000,210,2,"ChadF","Podverse","ðŸš€ðŸš€ðŸš€","Bowl After Bowl","Episode 392 â˜… Even Head","","","",""
